codigo_uf;uf;codigo_do_territorio;territorio;tipo_rural_ou_cidadania;municipio;ibge
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Galvão;4205605
42;Santa Catarina;239;Serra Mar - SC;NV ;Garopaba;4205704
42;Santa Catarina;239;Serra Mar - SC;NV ;Grão Pará;4206108
42;Santa Catarina;239;Serra Mar - SC;NV ;Gravatal;4206207
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Guaraciaba;4206405
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Guarujá do Sul;4206603
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Guatambú;4206652
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Herval d`Oeste;4206702
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;Ibiam;4206751
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Ibicaré;4206801
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Ibirama;4206900
42;Santa Catarina;239;Serra Mar - SC;NV ;Içara;4207007
42;Santa Catarina;239;Serra Mar - SC;NV ;Imaruí;4207205
42;Santa Catarina;239;Serra Mar - SC;NV ;Imbituba;4207304
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Imbuia;4207403
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Iomerê;4207577
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Ipira;4207601
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Iporã do Oeste;4207650
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Ipuaçu;4207684
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Ipumirim;4207700
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Irani;4207809
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Irati;4207858
42;Santa Catarina;70;Planalto Norte - SC;RC ;Irineópolis;4207908
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Itá;4208005
42;Santa Catarina;70;Planalto Norte - SC;RC ;Itaiópolis;4208104
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Itapiranga;4208401
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Ituporanga;4208500
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Jaborá;4208609
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Ponte Serrada;4213401
42;Santa Catarina;70;Planalto Norte - SC;RC ;Porto União;4213609
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Pouso Redondo;4213708
42;Santa Catarina;238;Extremo Sul - SC;NV ;Praia Grande;4213807
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Presidente Castelo Branco;4213906
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Presidente Getúlio;4214003
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Presidente Nereu;4214102
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Princesa;4214151
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Quilombo;4214201
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Rio das Antas;4214409
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Rio do Campo;4214508
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Rio do Oeste;4214607
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Rio do Sul;4214805
42;Santa Catarina;239;Serra Mar - SC;NV ;Rio Fortuna;4214904
42;Santa Catarina;70;Planalto Norte - SC;RC ;Rio Negrinho;4215000
42;Santa Catarina;156;Serra Catarinense - SC;TR ;Rio Rufino;4215059
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Salete;4215307
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Salto Veloso;4215406
42;Santa Catarina;239;Serra Mar - SC;NV ;Sangão;4215455
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;Santa Cecília;4215505
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Santa Helena;4215554
42;Santa Catarina;239;Serra Mar - SC;NV ;Santa Rosa de Lima;4215604
42;Santa Catarina;238;Extremo Sul - SC;NV ;Santa Rosa do Sul;4215653
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Santa Terezinha;4215679
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Santiago do Sul;4215695
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;São Bernardino;4215752
42;Santa Catarina;70;Planalto Norte - SC;RC ;São Bento do Sul;4215802
42;Santa Catarina;239;Serra Mar - SC;NV ;São Bonifácio;4215901
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;São Carlos;4216008
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;São Cristovão do Sul;4216057
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;São Domingos;4216107
42;Santa Catarina;237;Extremo Oeste - SC;NV ;São João do Oeste;4216255
42;Santa Catarina;238;Extremo Sul - SC;NV ;São João do Sul;4216404
42;Santa Catarina;156;Serra Catarinense - SC;TR ;São Joaquim;4216503
42;Santa Catarina;237;Extremo Oeste - SC;NV ;São José do Cedro;4216701
42;Santa Catarina;156;Serra Catarinense - SC;TR ;São José do Cerrito;4216800
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;São Lourenço do Oeste;4216909
42;Santa Catarina;239;Serra Mar - SC;NV ;São Ludgero;4217006
42;Santa Catarina;239;Serra Mar - SC;NV ;São Martinho;4217105
42;Santa Catarina;237;Extremo Oeste - SC;NV ;São Miguel do Oeste;4217204
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Saudades;4217303
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Seara;4217501
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Serra Alta;4217550
42;Santa Catarina;239;Serra Mar - SC;NV ;Siderópolis;4217600
42;Santa Catarina;238;Extremo Sul - SC;NV ;Sombrio;4217709
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;Sul Brasil;4217758
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Taió;4217808
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Tangará;4217907
42;Santa Catarina;238;Extremo Sul - SC;NV ;Timbé do Sul;4218103
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Timbó Grande;4218251
42;Santa Catarina;70;Planalto Norte - SC;RC ;Três Barras;4218301
42;Santa Catarina;239;Serra Mar - SC;NV ;Treviso;4218350
42;Santa Catarina;239;Serra Mar - SC;NV ;Treze de Maio;4218400
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Treze Tílias;4218509
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Trombudo Central;4218608
42;Santa Catarina;239;Serra Mar - SC;NV ;Tubarão;4218707
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Tunápolis;4218756
42;Santa Catarina;238;Extremo Sul - SC;NV ;Turvo;4218806
42;Santa Catarina;66;Oeste Catarinense - SC;TR ;União do Oeste;4218855
42;Santa Catarina;156;Serra Catarinense - SC;TR ;Urubici;4218905
42;Santa Catarina;156;Serra Catarinense - SC;TR ;Urupema;4218954
42;Santa Catarina;239;Serra Mar - SC;NV ;Urussanga;4219002
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Vargeão;4219101
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;Vargem;4219150
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Vargem Bonita;4219176
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Vidal Ramos;4219200
42;Santa Catarina;155;Alto Vale do Rio do Peixe - SC;TR ;Videira;4219309
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Vitor Meireles;4219358
42;Santa Catarina;11;Alto Vale do Itajaí - SC;TR ;Witmarsum;4219408
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Xanxerê;4219507
42;Santa Catarina;9;Alto Uruguai - SC;TR ;Xavantina;4219606
42;Santa Catarina;33;Meio Oeste Contestado - SC;RC ;Xaxim;4219705
42;Santa Catarina;71;Planalto Catarinense - SC;TR ;Zortéa;4219853
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Aceguá;4300034
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Água Santa;4300059
43;Rio Grande do Sul;75;Região Central - RS;RC ;Agudo;4300109
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Ajuricaba;4300208
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Alecrim;4300307
43;Rio Grande do Sul;232;Pampa - RS;NV ;Alegrete;4300406
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Alegria;4300455
43;Rio Grande do Sul;233;Produção - RS;NV ;Almirante Tamandaré do Sul;4300471
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Alpestre;4300505
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Alto Alegre;4300554
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Alto Feliz;4300570
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Amaral Ferrador;4300638
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Ametista do Sul;4300646
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Anta Gorda;4300703
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Antônio Prado;4300802
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Arambaré;4300851
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Aratiba;4300901
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Arroio do Meio;4301008
43;Rio Grande do Sul;229;Litoral - RS;NV ;Arroio do Sal;4301057
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Arroio do Padre;4301073
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Arroio dos Ratos;4301107
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Arroio do Tigre;4301206
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Arroio Grande;4301305
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Arvorezinha;4301404
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Augusto Pestana;4301503
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Áurea;4301552
43;Rio Grande do Sul;232;Pampa - RS;NV ;Bagé;4301602
43;Rio Grande do Sul;229;Litoral - RS;NV ;Balneário Pinhal;4301636
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Barão;4301651
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Barão de Cotegipe;4301701
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Barão do Triunfo;4301750
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Barracão;4301800
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Barra do Guarita;4301859
43;Rio Grande do Sul;232;Pampa - RS;NV ;Barra do Quaraí;4301875
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Barra do Ribeiro;4301909
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Barra do Rio Azul;4301925
43;Rio Grande do Sul;233;Produção - RS;NV ;Barra Funda;4301958
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Barros Cassal;4302006
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Benjamin Constant do Sul;4302055
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Boa Vista das Missões;4302154
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Boa Vista do Buricá;4302204
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Boa Vista do Cadeado;4302220
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Bom Jesus;4302303
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Bom Princípio;4302352
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Bom Progresso;4302378
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Bom Retiro do Sul;4302402
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Boqueirão do Leão;4302451
43;Rio Grande do Sul;60;Missões - RS;TR ;Bossoroca;4302501
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Bozano;4302584
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Braga;4302600
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Brochier;4302659
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Butiá;4302709
43;Rio Grande do Sul;232;Pampa - RS;NV ;Caçapava do Sul;4302808
43;Rio Grande do Sul;75;Região Central - RS;RC ;Cacequi;4302907
43;Rio Grande do Sul;75;Região Central - RS;RC ;Cachoeira do Sul;4303004
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Cacique Doble;4303202
43;Rio Grande do Sul;60;Missões - RS;TR ;Caibaté;4303301
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Caiçara;4303400
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Camaquã;4303509
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Camargo;4303558
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Cambará do Sul;4303608
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Campestre da Serra;4303673
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Campina das Missões;4303707
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Campinas do Sul;4303806
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Campo Novo;4304002
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Campos Borges;4304101
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Candelária;4304200
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Cândido Godói;4304309
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Candiota;4304358
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Canela;4304408
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Canguçu;4304507
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Canudos do Vale;4304614
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Capão Bonito do Sul;4304622
43;Rio Grande do Sul;229;Litoral - RS;NV ;Capão da Canoa;4304630
43;Rio Grande do Sul;75;Região Central - RS;RC ;Capão do Cipó;4304655
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Capão do Leão;4304663
43;Rio Grande do Sul;229;Litoral - RS;NV ;Capivari do Sul;4304671
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Capela de Santana;4304689
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Capitão;4304697
43;Rio Grande do Sul;233;Produção - RS;NV ;Carazinho;4304705
43;Rio Grande do Sul;229;Litoral - RS;NV ;Caraá;4304713
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Carlos Gomes;4304853
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Casca;4304903
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Caseiros;4304952
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Catuípe;4305009
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Caxias do Sul;4305108
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Centenário;4305116
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Cerrito;4305124
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Cerro Branco;4305132
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Cerro Grande;4305157
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Cerro Grande do Sul;4305173
43;Rio Grande do Sul;60;Missões - RS;TR ;Cerro Largo;4305207
43;Rio Grande do Sul;233;Produção - RS;NV ;Chapada;4305306
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Charqueadas;4305355
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Charrua;4305371
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Chiapeta;4305405
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Chuí;4305439
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Chuvisca;4305447
43;Rio Grande do Sul;229;Litoral - RS;NV ;Cidreira;4305454
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Ciríaco;4305504
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Colinas;4305587
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Condor;4305702
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Constantina;4305801
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Coqueiro Baixo;4305835
43;Rio Grande do Sul;233;Produção - RS;NV ;Coqueiros do Sul;4305850
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Coronel Barros;4305871
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Coronel Bicaco;4305900
43;Rio Grande do Sul;233;Produção - RS;NV ;Coxilha;4305975
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Crissiumal;4306007
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Cristal;4306056
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Cristal do Sul;4306072
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Cruz Alta;4306106
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Cruzaltense;4306130
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Cruzeiro do Sul;4306205
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;David Canabarro;4306304
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Derrubadas;4306320
43;Rio Grande do Sul;60;Missões - RS;TR ;Dezesseis de Novembro;4306353
43;Rio Grande do Sul;75;Região Central - RS;RC ;Dilermando de Aguiar;4306379
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Dois Irmãos das Missões;4306429
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Dois Lajeados;4306452
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Dom Feliciano;4306502
43;Rio Grande do Sul;229;Litoral - RS;NV ;Dom Pedro de Alcântara;4306551
35;São Paulo;151;Noroeste Paulista - SP;TR ;Ouroeste;3534757
43;Rio Grande do Sul;232;Pampa - RS;NV ;Dom Pedrito;4306601
43;Rio Grande do Sul;75;Região Central - RS;RC ;Dona Francisca;4306700
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Doutor Maurício Cardoso;4306734
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Doutor Ricardo;4306759
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Encantado;4306809
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Encruzilhada do Sul;4306908
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Engenho Velho;4306924
43;Rio Grande do Sul;60;Missões - RS;TR ;Entre-Ijuís;4306932
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Entre Rios do Sul;4306957
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Erebango;4306973
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Erechim;4307005
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Ernestina;4307054
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Herval;4307104
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Erval Grande;4307203
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Erval Seco;4307302
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Esmeralda;4307401
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Esperança do Sul;4307450
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Espumoso;4307500
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Estação;4307559
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Estrela;4307807
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Estrela Velha;4307815
43;Rio Grande do Sul;60;Missões - RS;TR ;Eugênio de Castro;4307831
43;Rio Grande do Sul;75;Região Central - RS;RC ;Faxinal do Soturno;4308003
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Faxinalzinho;4308052
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Fazenda Vilanova;4308078
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Feliz;4308102
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Floriano Peixoto;4308250
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Fontoura Xavier;4308300
43;Rio Grande do Sul;75;Região Central - RS;RC ;Formigueiro;4308409
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Forquetinha;4308433
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Frederico Westphalen;4308508
43;Rio Grande do Sul;60;Missões - RS;TR ;Garruchos;4308656
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Gaurama;4308706
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;General Câmara;4308805
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Gentil;4308854
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Getúlio Vargas;4308904
43;Rio Grande do Sul;60;Missões - RS;TR ;Giruá;4309001
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Guaporé;4309407
43;Rio Grande do Sul;60;Missões - RS;TR ;Guarani das Missões;4309506
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Harmonia;4309555
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Herveiras;4309571
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Horizontina;4309605
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Hulha Negra;4309654
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Humaitá;4309704
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Ibarama;4309753
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Ibiaçá;4309803
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Ibiraiaras;4309902
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Ibirapuitã;4309951
51;Mato Grosso;19;Baixo Araguaia - MT;RC ;Bom Jesus do Araguaia;5101852
35;São Paulo;73;Pontal Do Paranapanema - SP;RC ;Taciba;3552908
42;Santa Catarina;237;Extremo Oeste - SC;NV ;Anchieta;4200804
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Gramado dos Loureiros;4309126
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Gramado Xavier;4309159
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Guabiju;4309258
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Ijuí;4310207
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Ilópolis;4310306
43;Rio Grande do Sul;229;Litoral - RS;NV ;Imbé;4310330
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Imigrante;4310363
43;Rio Grande do Sul;228;Fronteira Noroeste - RS;NV ;Independência;4310405
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Inhacorá;4310413
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Ipê;4310439
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Ipiranga do Sul;4310462
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Iraí;4310504
43;Rio Grande do Sul;75;Região Central - RS;RC ;Itaara;4310538
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Itapuca;4310579
43;Rio Grande do Sul;232;Pampa - RS;NV ;Itaqui;4310603
43;Rio Grande do Sul;229;Litoral - RS;NV ;Itati;4310652
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Itatiba do Sul;4310702
43;Rio Grande do Sul;75;Região Central - RS;RC ;Ivorá;4310751
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Jaboticaba;4310850
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Jacuizinho;4310876
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Jacutinga;4310900
43;Rio Grande do Sul;104;Zona Sul Do Estado - RS;RC ;Jaguarão;4311007
43;Rio Grande do Sul;75;Região Central - RS;RC ;Jaguari;4311106
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Jaquirana;4311122
43;Rio Grande do Sul;75;Região Central - RS;RC ;Jari;4311130
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Jóia;4311155
43;Rio Grande do Sul;75;Região Central - RS;RC ;Júlio de Castilhos;4311205
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Lagoa Bonita do Sul;4311239
43;Rio Grande do Sul;148;Centro Serra - RS;TR ;Lagoão;4311254
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Lagoa Vermelha;4311304
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Lajeado;4311403
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Lajeado do Bugre;4311429
43;Rio Grande do Sul;232;Pampa - RS;NV ;Lavras do Sul;4311502
43;Rio Grande do Sul;56;Médio Alto Uruguai - RS;RC ;Liberato Salzano;4311601
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Linha Nova;4311643
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Machadinho;4311700
43;Rio Grande do Sul;232;Pampa - RS;NV ;Maçambara;4311718
43;Rio Grande do Sul;229;Litoral - RS;NV ;Mampituba;4311734
43;Rio Grande do Sul;232;Pampa - RS;NV ;Manoel Viana;4311759
43;Rio Grande do Sul;229;Litoral - RS;NV ;Maquiné;4311775
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Maratá;4311791
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Marau;4311809
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Marcelino Ramos;4311908
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Mariana Pimentel;4311981
43;Rio Grande do Sul;10;Alto Uruguai - RS;TR ;Mariano Moro;4312005
43;Rio Grande do Sul;236;Vale do Taquari - RS;NV ;Marques de Souza;4312054
43;Rio Grande do Sul;75;Região Central - RS;RC ;Mata;4312104
43;Rio Grande do Sul;233;Produção - RS;NV ;Mato Castelhano;4312138
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Mato Leitão;4312153
43;Rio Grande do Sul;60;Missões - RS;TR ;Mato Queimado;4312179
43;Rio Grande do Sul;230;Nordeste - RS;NV ;Maximiliano de Almeida;4312203
43;Rio Grande do Sul;227;Centro Sul - RS;NV ;Minas do Leão;4312252
43;Rio Grande do Sul;147;Noroeste Colonial - RS;RC ;Miraguaí;4312302
43;Rio Grande do Sul;231;Pacto Novo Rio Gr and e - RS;NV ;Montauri;4312351
43;Rio Grande do Sul;226;Campos de Cima da Serra - RS;NV ;Monte Alegre dos Campos;4312377
43;Rio Grande do Sul;234;Vale do Caí - RS;NV ;Montenegro;4312401
43;Rio Grande do Sul;235;Vale do Rio Pardo - RS;NV ;Mormaço;4312427
43;Rio Grande do Sul;229;Litoral - RS;NV ;Morrinhos do Sul;4312443
